Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
39	42	7	5	6	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters	1772	2	Internet	Nonpartisan	None
5	81	4	5	4	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - Democrat	661		Internet	Nonpartisan	None
82	6	5	3	5	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - Republican	601		Internet	Nonpartisan	None
32	33	15	8	12	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30		Likely Voters - independent	510		Internet	Nonpartisan	None
41	42	5	2	10	lucid-the-times-picayune-26582	Lucid/The Times-Picayune	2016-10-28	2016-10-30		Likely Voters	857		Internet	Nonpartisan	None
47	52			1	politico-morning-consult-26662	Politico/Morning Consult	2016-10-27	2016-10-30		Likely Voters	1249	3	Live Phone	Nonpartisan	None
48	51			1	politico-morning-consult-26661	Politico/Morning Consult	2016-10-27	2016-10-30		Likely Voters	825	3	Internet	Nonpartisan	None
46	45	3	4	2	abc-post-26590	ABC/Post	2016-10-27	2016-10-30		Likely Voters	1167	3	Live Phone	Nonpartisan	None
47	48		2	2	abc-post-26590	ABC/Post	2016-10-27	2016-10-30		Likely Voters	1167	3	Live Phone	Nonpartisan	None
42	45	5	4	4	rasmussen-26563	Rasmussen	2016-10-26	2016-10-30	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
44	45	4	4	4	ibd-tipp-26557	IBD/TIPP	2016-10-25	2016-10-30		Likely Voters	993	3	Live Phone	Nonpartisan	None
43	45		4	7	ibd-tipp-26557	IBD/TIPP	2016-10-25	2016-10-30		Likely Voters	993	3	Live Phone	Nonpartisan	None
48	49		3		upi-cvoter-26598	UPI/CVOTER	2016-10-24	2016-10-30		Likely Voters	1299		Internet	Nonpartisan	None
44	51			5	nbc-surveymonkey-26584	NBC/SurveyMonkey	2016-10-24	2016-10-30	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Likely Voters	40816	1	Internet	Nonpartisan	None
41	47	6	3	2	nbc-surveymonkey-26584	NBC/SurveyMonkey	2016-10-24	2016-10-30	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Likely Voters	40816	1	Internet	Nonpartisan	None
41	42	5	3	9	lucid-the-times-picayune-26581	Lucid/The Times-Picayune	2016-10-27	2016-10-29		Likely Voters	877		Internet	Nonpartisan	None
45	46	4	4	2	abc-post-26555	ABC/Post	2016-10-26	2016-10-29		Likely Voters	1695	3	Live Phone	Nonpartisan	None
47	49		2	2	abc-post-26555	ABC/Post	2016-10-26	2016-10-29		Likely Voters	1695	3	Live Phone	Nonpartisan	None
42	44	6	4	4	ibd-tipp-26550	IBD/TIPP	2016-10-24	2016-10-29		Likely Voters	1039	3.3	Live Phone	Nonpartisan	None
41	45		5	9	ibd-tipp-26550	IBD/TIPP	2016-10-24	2016-10-29		Likely Voters	1039	3.3	Live Phone	Nonpartisan	None
48	48		4		upi-cvoter-26571	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	1317		Internet	Nonpartisan	None
40	43	6	3	8	lucid-the-times-picayune-26580	Lucid/The Times-Picayune	2016-10-26	2016-10-28		Likely Voters	865		Internet	Nonpartisan	None
45	46	4	4	2	abc-post-26542	ABC/Post	2016-10-25	2016-10-28		Likely Voters	1160	3	Live Phone	Nonpartisan	None
46	49		3	2	abc-post-26542	ABC/Post	2016-10-25	2016-10-28		Likely Voters	1160	3	Live Phone	Nonpartisan	None
41	45	7	4	4	ibd-tipp-26540	IBD/TIPP	2016-10-23	2016-10-28		Likely Voters	1013	3.3	Live Phone	Nonpartisan	None
41	46		6	8	ibd-tipp-26540	IBD/TIPP	2016-10-23	2016-10-28		Likely Voters	1013	3.3	Live Phone	Nonpartisan	None
47	49		4		upi-cvoter-26570	UPI/CVOTER	2016-10-22	2016-10-28		Likely Voters	1324		Internet	Nonpartisan	None
40	43	6	3	8	lucid-the-times-picayune-26529	Lucid/The Times-Picayune	2016-10-25	2016-10-27		Likely Voters	875		Internet	Nonpartisan	None
45	45	3	4	2	rasmussen-26517	Rasmussen	2016-10-25	2016-10-27	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
45	47	4	4	2	abc-post-26538	ABC/Post	2016-10-24	2016-10-27		Likely Voters	1148	3	Live Phone	Nonpartisan	None
46	49		3	2	abc-post-26538	ABC/Post	2016-10-24	2016-10-27		Likely Voters	1148	3	Live Phone	Nonpartisan	None
41	44	7	4	4	ibd-tipp-26514	IBD/TIPP	2016-10-22	2016-10-27		Likely Voters	973	3.3	Live Phone	Nonpartisan	None
42	45		6	7	ibd-tipp-26514	IBD/TIPP	2016-10-22	2016-10-27		Likely Voters	973	3.3	Live Phone	Nonpartisan	None
47	49		4		upi-cvoter-26569	UPI/CVOTER	2016-10-21	2016-10-27		Likely Voters	1332		Internet	Nonpartisan	None
39	43	6	3	10	lucid-the-times-picayune-26501	Lucid/The Times-Picayune	2016-10-24	2016-10-26		Likely Voters	877		Internet	Nonpartisan	None
44	45	4	3	4	rasmussen-26493	Rasmussen	2016-10-24	2016-10-26	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
44	48	4	2	2	abc-post-26513	ABC/Post	2016-10-23	2016-10-26		Likely Voters	1109	3	Live Phone	Nonpartisan	None
45	50		2	3	abc-post-26513	ABC/Post	2016-10-23	2016-10-26		Likely Voters	1109	3	Live Phone	Nonpartisan	None
34	45	7	2	12	saint-leo-university-26530	Saint Leo University	2016-10-22	2016-10-26	If the November presidential election was held today between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, which candidate would you support or which have you already supported in early voting?	Likely Voters	1050	3	Internet	Nonpartisan	None
32	43	6	7	13	saint-leo-university-26530	Saint Leo University	2016-10-22	2016-10-26	If the November presidential election was held today and Evan McMullin, the Independent Conservative from Utah was also on your ballot, which candidate would you support or which have you supported if you already voted in early voting?	Likely Voters	1050	3	Internet	Nonpartisan	None
41	46	4	3	7	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters	1209		Internet	Nonpartisan	None
4	91	1	1	3	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - Democrat	501		Internet	Nonpartisan	None
82	7	3	2	6	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - Republican	305		Internet	Nonpartisan	None
45	31	8	5	11	yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - independent	403		Internet	Nonpartisan	None
46	49		5		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters	1209		Internet	Nonpartisan	None
6	93		1		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters - Democrat	501		Internet	Nonpartisan	None
86	9		5		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters - Republican	305		Internet	Nonpartisan	None
53	37		10		yougov-economist-26504	YouGov/Economist	2016-10-22	2016-10-26		Likely Voters - independent	403		Internet	Nonpartisan	None
41	43	8	5	4	ibd-tipp-26494	IBD/TIPP	2016-10-21	2016-10-26		Likely Voters	945	3.3	Live Phone	Nonpartisan	None
42	44		6	8	ibd-tipp-26494	IBD/TIPP	2016-10-21	2016-10-26		Likely Voters	945	3.3	Live Phone	Nonpartisan	None
47	49		4		upi-cvoter-26533	UPI/CVOTER	2016-10-20	2016-10-26		Likely Voters	1363		Internet	Nonpartisan	None
39	43	6	2	10	lucid-the-times-picayune-26482	Lucid/The Times-Picayune	2016-10-23	2016-10-25		Likely Voters	875		Internet	Nonpartisan	None
43	44	4	4	5	rasmussen-26440	Rasmussen	2016-10-23	2016-10-25	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
42	48	5	1	3	abc-post-26490	ABC/Post	2016-10-22	2016-10-25		Likely Voters	1135	3	Live Phone	Nonpartisan	None
44	51		3	2	abc-post-26490	ABC/Post	2016-10-22	2016-10-25		Likely Voters	1135	3	Live Phone	Nonpartisan	None
41	44	7	4	4	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters	1221	2.5	Live Phone	Nonpartisan	None
8	83	3	4	4	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Democrat		4	Live Phone	Nonpartisan	None
81	6	7	3	4	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Republican		4.5	Live Phone	Nonpartisan	None
41	28	14	9	7	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
44	49		1	7	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters	1221	2.5	Live Phone	Nonpartisan	None
8	88		0	3	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Democrat		4	Live Phone	Nonpartisan	None
85	8		0	7	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - Republican		4.5	Live Phone	Nonpartisan	None
45	37		3	15	fox-26488	FOX	2016-10-22	2016-10-25		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
40	46	6	5	4	pew-26507	Pew	2016-10-20	2016-10-25		Registered Voters	2120		Live Phone	Nonpartisan	None
43	50		3	4	pew-26507	Pew	2016-10-20	2016-10-25		Registered Voters	2120		Live Phone	Nonpartisan	None
41	42	8	5	4	ibd-tipp-26437	IBD/TIPP	2016-10-20	2016-10-25		Likely Voters	921	3.3	Live Phone	Nonpartisan	None
41	43		7	9	ibd-tipp-26437	IBD/TIPP	2016-10-20	2016-10-25		Likely Voters	921	3.3	Live Phone	Nonpartisan	None
47	49		4		upi-cvoter-26532	UPI/CVOTER	2016-10-19	2016-10-25		Likely Voters	1349		Internet	Nonpartisan	None
38	44	6	2	10	lucid-the-times-picayune-26481	Lucid/The Times-Picayune	2016-10-22	2016-10-24		Likely Voters	850		Internet	Nonpartisan	None
34	43	7	6	10	cnbc-26497	CNBC	2016-10-21	2016-10-24		Likely Voters			Live Phone	Nonpartisan	None
37	47		9	7	cnbc-26497	CNBC	2016-10-21	2016-10-24		Likely Voters			Live Phone	Nonpartisan	None
40	49	5	4	2	abc-news-26436	ABC News	2016-10-21	2016-10-24		Likely Voters	1119	3	Live Phone	Nonpartisan	None
43	51		2	3	abc-news-26436	ABC News	2016-10-21	2016-10-24		Likely Voters	1119	3	Live Phone	Nonpartisan	None
38	50	5	2	3	gqr-d-democracy-corps-26432	GQR (D-Democracy Corps)	2016-10-21	2016-10-24	Thinking about the election for President in November, if the election for President were held today, would you be voting for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, or Green Party candidate Jill Stein?	Likely Voters	900	3.27	Live Phone	Sponsor	Dem
41	53		1	5	gqr-d-democracy-corps-26432	GQR (D-Democracy Corps)	2016-10-21	2016-10-24		Likely Voters	900	3.27	Live Phone	Sponsor	Dem
37	51	6	2	4	ap-gfk-web-26484	AP-GfK (web)	2016-10-20	2016-10-24		Likely Voters	1212		Internet	Nonpartisan	None
41	54		1	4	ap-gfk-web-26484	AP-GfK (web)	2016-10-20	2016-10-24	If the 2016 presidential election were held today, for whom would you vote?	Likely Voters	1212		Internet	Nonpartisan	None
39	49			12	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters	1000	3	Live Phone	Nonpartisan	None
3	92			5	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - Democrat	382		Live Phone	Nonpartisan	None
83	8			9	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - Republican	322		Live Phone	Nonpartisan	None
38	39			23	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - independent	280		Live Phone	Nonpartisan	None
38	47	4	2	9	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters	1000	3	Live Phone	Nonpartisan	None
4	89	2	2	4	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - Democrat	382		Live Phone	Nonpartisan	None
80	8	3	2	7	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - Republican	322		Live Phone	Nonpartisan	None
35	36	8	3	17	suffolk-usa-today-26449	Suffolk/USA Today	2016-10-20	2016-10-24	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - independent	280		Live Phone	Nonpartisan	None
37	43		10	10	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1170	3.3	Internet	Nonpartisan	None
7	83		5	6	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
74	6		10	9	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
25	28		32	16	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
38	42	7	6	6	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1170	3.3	Internet	Nonpartisan	None
7	81	4	4	4	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
76	7	7	6	5	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
28	27	21	18	8	ipsos-reuters-26445	Ipsos/Reuters	2016-10-20	2016-10-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
42	43	5	5	5	rasmussen-26417	Rasmussen	2016-10-20	2016-10-24	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
41	42	8	5	4	ibd-tipp-26414	IBD/TIPP	2016-10-19	2016-10-24		Likely Voters	873	3.6	Live Phone	Nonpartisan	None
42	43		6	9	ibd-tipp-26414	IBD/TIPP	2016-10-19	2016-10-24		Likely Voters	873	3.6	Live Phone	Nonpartisan	None
47	49		4		upi-cvoter-26531	UPI/CVOTER	2016-10-18	2016-10-24		Likely Voters	1370		Internet	Nonpartisan	None
38	43	7	2	10	lucid-the-times-picayune-26480	Lucid/The Times-Picayune	2016-10-21	2016-10-23		Likely Voters	875		Internet	Nonpartisan	None
38	50	5	5	2	abc-news-26413	ABC News	2016-10-20	2016-10-23		Likely Voters	1155	3	Live Phone	Nonpartisan	None
41	53		3	3	abc-news-26413	ABC News	2016-10-20	2016-10-23		Likely Voters	1155	3	Live Phone	Nonpartisan	None
